claim_id,claim_date,claim_amount,claimant_age,claimant_gender,vehicle_age,vehicle_make,vehicle_type,accident_type,injury_severity,police_report_filed,witness_present,location,day_of_week,time_of_day,weather_conditions,previous_claims,previous_accidents,litigation
CL-10941,2024-07-24,14001.91,38,F,11,Audi,Luxury,Single Vehicle,None,1,0,Suburban,Wednesday,Afternoon,Clear,2,1,0
CL-10942,2023-09-11,10724.02,74,F,1,Nissan,SUV,Multiple Vehicle,None,0,0,Urban,Monday,Night,Fog,0,0,0
CL-10943,2023-02-12,4363.32,70,F,19,BMW,SUV,Bicycle Involved,Minor,1,0,Urban,Sunday,Evening,Clear,3,1,1
CL-10944,2024-02-27,45069.65,63,M,17,Audi,Luxury,Single Vehicle,Moderate,1,0,Urban,Tuesday,Night,Clear,1,0,0
CL-10945,2024-09-16,1360.9,31,M,5,Audi,Sports,Multiple Vehicle,None,1,1,Suburban,Monday,Night,Clear,0,0,0
CL-10946,2022-08-07,787.9,34,F,9,Ford,Sedan,Pedestrian Involved,None,1,0,Urban,Sunday,Morning,Clear,0,0,1
CL-10947,2023-05-01,2142.46,56,M,19,Audi,Compact,Multiple Vehicle,Major,0,0,Urban,Monday,Night,Snow,0,1,0
CL-10948,2024-02-21,4653.14,26,M,14,Toyota,SUV,Multiple Vehicle,None,1,0,Urban,Wednesday,Morning,Rain,3,0,0
CL-10949,2024-01-06,6581.43,23,F,4,Nissan,Luxury,Pedestrian Involved,Moderate,0,1,Rural,Saturday,Morning,Fog,1,1,0
CL-10950,2023-08-29,3679.44,40,M,19,Hyundai,Truck,Single Vehicle,None,1,0,Suburban,Tuesday,Afternoon,Clear,0,0,0
CL-10951,2023-08-28,7498.56,76,M,2,Mercedes,SUV,Single Vehicle,Moderate,1,0,Suburban,Monday,Evening,Rain,3,0,0
CL-10952,2022-02-14,1094.61,63,M,4,BMW,Compact,Single Vehicle,None,1,1,Rural,Monday,Evening,Clear,2,1,0
CL-10953,2024-03-21,27792.39,55,F,7,Audi,Sedan,Animal Involved,Moderate,1,0,Urban,Thursday,Evening,Snow,1,1,0
CL-10954,2023-07-17,4453.38,31,M,7,BMW,SUV,Bicycle Involved,Moderate,1,1,Urban,Monday,Morning,Rain,1,1,0
CL-10955,2022-01-17,18783.89,79,F,7,Hyundai,SUV,Multiple Vehicle,Minor,0,0,Urban,Monday,Evening,Clear,2,0,0
CL-10956,2022-04-11,7415.08,52,M,11,BMW,Sports,Single Vehicle,None,1,0,Suburban,Monday,Morning,Clear,0,2,0
CL-10957,2024-10-14,8502.4,36,M,7,Hyundai,Luxury,Multiple Vehicle,Moderate,1,0,Urban,Monday,Afternoon,Clear,1,1,0
CL-10958,2023-08-10,9737.32,47,M,10,Audi,Truck,Single Vehicle,Minor,0,1,Urban,Thursday,Evening,Clear,1,0,0
CL-10959,2023-04-17,8410.62,42,F,13,Hyundai,Truck,Single Vehicle,None,0,1,Urban,Monday,Morning,Sleet,0,0,0
CL-10960,2023-12-23,10628.21,57,F,7,Audi,Sedan,Multiple Vehicle,None,1,1,Urban,Saturday,Evening,Clear,2,1,0
CL-10961,2023-03-25,24221.19,31,M,9,Ford,Compact,Animal Involved,Moderate,1,1,Urban,Saturday,Evening,Clear,0,1,0
CL-10962,2023-01-25,6221.87,43,F,6,Ford,Sedan,Bicycle Involved,None,1,1,Rural,Wednesday,Afternoon,Clear,0,1,0
CL-10963,2023-05-29,11508.08,39,M,16,Hyundai,SUV,Multiple Vehicle,Minor,0,0,Suburban,Monday,Night,Rain,0,0,0
CL-10964,2022-10-08,4413.03,65,F,3,Ford,SUV,Single Vehicle,Minor,0,1,Rural,Saturday,Evening,Clear,0,1,0
CL-10965,2022-07-18,27671.01,68,F,12,Mercedes,Truck,Single Vehicle,Moderate,0,0,Rural,Monday,Afternoon,Clear,0,2,0
CL-10966,2022-03-22,2182.72,20,M,3,Mercedes,Compact,Multiple Vehicle,Major,0,1,Urban,Tuesday,Evening,Clear,2,1,0
CL-10967,2023-09-25,42664.76,59,M,4,Ford,Luxury,Multiple Vehicle,Major,1,0,Urban,Monday,Evening,Rain,2,1,1
CL-10968,2024-06-21,4683.54,36,M,3,Ford,Compact,Pedestrian Involved,None,0,0,Suburban,Friday,Evening,Clear,0,0,0
CL-10969,2022-03-10,882.77,45,M,17,Subaru,SUV,Multiple Vehicle,Moderate,1,0,Suburban,Thursday,Evening,Rain,1,2,0
CL-10970,2024-01-18,5731.46,62,F,5,Subaru,Luxury,Multiple Vehicle,None,1,0,Urban,Thursday,Night,Clear,2,0,0
CL-10971,2022-09-27,2170.55,80,F,1,Audi,Compact,Single Vehicle,Minor,1,1,Rural,Tuesday,Night,Clear,1,0,0
CL-10972,2022-07-04,13477.44,36,F,10,Hyundai,Compact,Single Vehicle,Minor,0,0,Urban,Monday,Evening,Clear,0,0,0
CL-10973,2023-08-28,2245.88,64,M,13,Chevrolet,Luxury,Multiple Vehicle,None,0,0,Urban,Monday,Evening,Clear,0,1,0
CL-10974,2023-11-01,2877.22,31,M,4,Chevrolet,SUV,Single Vehicle,Major,1,0,Suburban,Wednesday,Afternoon,Clear,4,0,0
CL-10975,2024-04-30,509.05,55,F,5,Ford,Compact,Multiple Vehicle,None,0,0,Urban,Tuesday,Afternoon,Clear,0,1,0
CL-10976,2022-12-26,2856.16,70,M,9,BMW,Luxury,Pedestrian Involved,Minor,0,0,Urban,Monday,Morning,Rain,0,1,0
CL-10977,2023-02-16,268.1,78,F,7,Ford,Sports,Multiple Vehicle,Moderate,1,0,Urban,Thursday,Night,Clear,0,0,1
CL-10978,2022-09-28,734.59,53,F,13,Subaru,Sports,Single Vehicle,Moderate,1,0,Urban,Wednesday,Evening,Clear,3,1,0
CL-10979,2024-01-20,12240.4,57,F,2,Audi,SUV,Single Vehicle,None,0,0,Suburban,Saturday,Night,Snow,0,0,0
CL-10980,2024-12-23,12619.02,47,F,11,Ford,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Monday,Afternoon,Clear,0,0,0
CL-10981,2024-10-24,8189.02,26,F,15,Nissan,Sports,Multiple Vehicle,Moderate,1,1,Suburban,Thursday,Night,Rain,0,0,0
CL-10982,2023-07-13,1540.14,81,M,16,BMW,Luxury,Multiple Vehicle,None,0,1,Suburban,Thursday,Night,Snow,1,0,0
CL-10983,2022-12-03,4641.28,50,M,0,Nissan,Compact,Multiple Vehicle,Minor,0,0,Urban,Saturday,Evening,Clear,2,0,0
CL-10984,2023-06-11,4893.57,69,M,9,Audi,SUV,Multiple Vehicle,None,1,0,Urban,Sunday,Evening,Rain,0,2,0
CL-10985,2024-09-13,1224.1,31,F,9,Audi,Sports,Multiple Vehicle,Minor,0,1,Urban,Friday,Afternoon,Clear,1,1,0
CL-10986,2023-08-28,29854.11,70,F,1,Mercedes,Compact,Multiple Vehicle,Moderate,1,1,Urban,Monday,Evening,Clear,2,0,0
CL-10987,2023-11-25,14084.56,76,F,8,Honda,Sedan,Pedestrian Involved,Minor,1,0,Urban,Saturday,Afternoon,Clear,1,0,0
CL-10988,2022-08-24,3770.05,58,F,12,Nissan,Sedan,Multiple Vehicle,Minor,1,0,Suburban,Wednesday,Afternoon,Clear,1,0,0
CL-10989,2024-08-17,5075.92,25,M,15,Mercedes,SUV,Single Vehicle,Minor,1,1,Rural,Saturday,Morning,Clear,2,1,0
CL-10990,2022-06-04,6311.06,19,M,17,Subaru,Sports,Multiple Vehicle,Minor,0,0,Urban,Saturday,Morning,Clear,0,1,0
CL-10991,2022-10-16,424.08,58,F,18,Toyota,Sports,Multiple Vehicle,None,1,0,Suburban,Sunday,Morning,Clear,1,0,0
CL-10992,2023-04-08,3653.3,72,F,11,BMW,Sports,Bicycle Involved,None,1,0,Urban,Saturday,Night,Clear,1,1,0
CL-10993,2024-03-24,2168.13,33,F,7,Toyota,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Sunday,Morning,Clear,2,0,0
CL-10994,2024-01-20,1477.43,79,M,16,Hyundai,Compact,Bicycle Involved,Minor,0,0,Suburban,Saturday,Evening,Clear,1,0,0
CL-10995,2022-07-04,3507.57,65,M,14,Subaru,Sports,Bicycle Involved,Minor,1,1,Urban,Monday,Evening,Clear,2,0,0
CL-10996,2024-03-19,42498.49,47,M,9,Subaru,Compact,Multiple Vehicle,None,1,0,Urban,Tuesday,Morning,Clear,1,1,0
CL-10997,2022-01-29,10604.26,29,F,14,Toyota,SUV,Multiple Vehicle,None,1,1,Suburban,Saturday,Night,Clear,0,0,0
CL-10998,2023-06-26,2476.46,52,F,14,Nissan,Sports,Multiple Vehicle,None,0,0,Suburban,Monday,Afternoon,Clear,1,1,0
CL-10999,2022-09-11,9770.27,28,M,6,Honda,SUV,Animal Involved,Major,1,1,Suburban,Sunday,Night,Snow,3,0,1
